id;news_for_role;title;tags;summary;description;link;published_dt;published_ts;description_preproc;title_preproc;summary_preproc
24;booker;"Федеральный закон от 07.10.2022 N 383-ФЗ ""О внесении изменений в Уголовно-процессуальный кодекс Российской Федерации""";;"Установлены срок применения меры пресечения в виде залога и порядок ее продления
Определено, что залог в качестве меры пресечения применяется в отношении подозреваемого либо обвиняемого по решению суда на срок до двух месяцев. Срок применения данной меры пресечения...";"Установлены срок применения меры пресечения в виде залога и порядок ее продления
Определено, что залог в качестве меры пресечения применяется в отношении подозреваемого либо обвиняемого по решению суда на срок до двух месяцев. Срок применения данной меры пресечения...";http://www.consultant.ru/law/hotdocs/77407.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 13:18:01+03:00;1665137881.0;установить срок применение мера пресечение вид залог порядок продление определить залог качество мера пресечение применяться отношение подозревать либо обвинять решение суд срок два месяц срок применение дать мера пресечение;федеральный закон 07 10 2022 n 383 фз внесение изменение уголовно процессуальный кодекс российский федерация;установить срок применение мера пресечение вид залог порядок продление определить залог качество мера пресечение применяться отношение подозревать либо обвинять решение суд срок два месяц срок применение дать мера пресечение
25;booker;"Федеральный закон от 07.10.2022 N 384-ФЗ ""О внесении изменений в статью 401.6 Уголовно-процессуального кодекса Российской Федерации""";;"Ограничен срок пересмотра решения суда о компенсации реабилитированному имущественного вреда
Пересмотр в кассации постановления суда о возмещении реабилитированному имущественного вреда по основаниям, влекущим ухудшение его положения, не допускается в срок...";"Ограничен срок пересмотра решения суда о компенсации реабилитированному имущественного вреда
Пересмотр в кассации постановления суда о возмещении реабилитированному имущественного вреда по основаниям, влекущим ухудшение его положения, не допускается в срок...";http://www.consultant.ru/law/hotdocs/77406.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 13:18:02+03:00;1665137882.0;ограничить срок пересмотр решение суд компенсация реабилитировать имущественный вред пересмотр кассация постановление суд возмещение реабилитировать имущественный вред основание влечь ухудшение положение допускаться срок;федеральный закон 07 10 2022 n 384 фз внесение изменение статья 401 6 уголовно процессуальный кодекс российский федерация;ограничить срок пересмотр решение суд компенсация реабилитировать имущественный вред пересмотр кассация постановление суд возмещение реабилитировать имущественный вред основание влечь ухудшение положение допускаться срок
26;booker;"Федеральный закон от 07.10.2022 N 376-ФЗ ""О внесении изменений в Трудовой кодекс Российской Федерации""";;"В ТК РФ внесены изменения, закрепляющие за мобилизованными гражданами право на сохранение рабочих мест
ТК РФ дополнен статьей 351.7, которой установлены особенности обеспечения трудовых прав работников, призванных на военную службу по мобилизации или поступивших...";"В ТК РФ внесены изменения, закрепляющие за мобилизованными гражданами право на сохранение рабочих мест
ТК РФ дополнен статьей 351.7, которой установлены особенности обеспечения трудовых прав работников, призванных на военную службу по мобилизации или поступивших...";http://www.consultant.ru/law/hotdocs/77398.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 12:17:15+03:00;1665134235.0;тк рф внести изменение закреплять мобилизовать гражданин право сохранение рабочий место тк рф дополнить статья 351 7 который установить особенность обеспечение трудовой право работник призвать военный служба мобилизация поступить;федеральный закон 07 10 2022 n 376 фз внесение изменение трудовой кодекс российский федерация;тк рф внести изменение закреплять мобилизовать гражданин право сохранение рабочий место тк рф дополнить статья 351 7 который установить особенность обеспечение трудовой право работник призвать военный служба мобилизация поступить
27;booker;"Федеральный закон от 07.10.2022 N 377-ФЗ ""Об особенностях исполнения обязательств по кредитным договорам (договорам займа) лицами, призванными на военную службу по мобилизации в Вооруженные Силы Российской Федерации, лицами, принимающими участие в специальной военной операции, а также членами их семей и о внесении изменений в отдельные законодательные акты Российской Федерации""";;"Подписан закон об установлении льготного периода для исполнения обязательств по кредитным договорам, заключенным мобилизованными лицами, контрактниками, участниками СВО и членами их семей
Законом предусматривается возможность в период до 31 декабря 2023 года...";"Подписан закон об установлении льготного периода для исполнения обязательств по кредитным договорам, заключенным мобилизованными лицами, контрактниками, участниками СВО и членами их семей
Законом предусматривается возможность в период до 31 декабря 2023 года...";http://www.consultant.ru/law/hotdocs/77397.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 12:17:14+03:00;1665134234.0;подписать закон установление льготный период исполнение обязательство кредитный договор заключить мобилизовать лицо контрактник участник сво член семья закон предусматриваться возможность период 31 декабрь 2023 год;федеральный закон 07 10 2022 n 377 фз особенность исполнение обязательство кредитный договор договор заём лицо призвать военный служба мобилизация вооружённый сила российский федерация лицо принимать участие специальный военный операция также член семья внесение изменение отдельный законодательный акт российский федерация;подписать закон установление льготный период исполнение обязательство кредитный договор заключить мобилизовать лицо контрактник участник сво член семья закон предусматриваться возможность период 31 декабрь 2023 год
28;booker;"Федеральный закон от 07.10.2022 N 378-ФЗ ""О внесении изменений в статьи 166 и 169 Жилищного кодекса Российской Федерации и Федеральный закон ""О внесении изменений в отдельные законодательные акты Российской Федерации""";;"Граждане, заключившие контракт в связи с мобилизацией, и члены их семей освобождаются от начисления пеней за просрочку внесения платы за ЖКУ и взносов на капремонт
Освобождение действует до прекращения действия указанного контракта.
Установлено также, что...";"Граждане, заключившие контракт в связи с мобилизацией, и члены их семей освобождаются от начисления пеней за просрочку внесения платы за ЖКУ и взносов на капремонт
Освобождение действует до прекращения действия указанного контракта.
Установлено также, что...";http://www.consultant.ru/law/hotdocs/77396.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 12:17:14+03:00;1665134234.0;гражданин заключить контракт связь мобилизация член семья освобождаться начисление пеня просрочка внесение плата жку взнос капремонт освобождение действовать прекращение действие указанный контракт установить также;федеральный закон 07 10 2022 n 378 фз внесение изменение статья 166 169 жилищный кодекс российский федерация федеральный закон внесение изменение отдельный законодательный акт российский федерация;гражданин заключить контракт связь мобилизация член семья освобождаться начисление пеня просрочка внесение плата жку взнос капремонт освобождение действовать прекращение действие указанный контракт установить также
29;booker;"Федеральный закон от 07.10.2022 N 379-ФЗ ""О внесении изменений в отдельные законодательные акты Российской Федерации""";;"Гражданским служащим, призванным на военную службу по мобилизации, гарантируется сохранение замещаемой ими должности на весь период прохождения военной службы
При этом прохождение гражданской службы приостанавливается, а причитающееся им денежное содержание...";"Гражданским служащим, призванным на военную службу по мобилизации, гарантируется сохранение замещаемой ими должности на весь период прохождения военной службы
При этом прохождение гражданской службы приостанавливается, а причитающееся им денежное содержание...";http://www.consultant.ru/law/hotdocs/77395.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 12:17:13+03:00;1665134233.0;гражданский служащий призвать военный служба мобилизация гарантироваться сохранение замещать они должность весь период прохождение военный служба прохождение гражданский служба приостанавливаться причитаться денежный содержание;федеральный закон 07 10 2022 n 379 фз внесение изменение отдельный законодательный акт российский федерация;гражданский служащий призвать военный служба мобилизация гарантироваться сохранение замещать они должность весь период прохождение военный служба прохождение гражданский служба приостанавливаться причитаться денежный содержание
30;booker;"Проект Приказа Минэкономразвития России ""О внесении изменений в требования к реализации мероприятий, осуществляемых субъектами Российской Федерации, бюджетам которых предоставляются субсидии на государственную поддержку малого и среднего предпринимательства, а также физических лиц, применяющих специальный налоговый режим ""Налог на профессиональный доход"", в субъектах Российской Федерации, направленных на достижение целей, показателей и результатов региональных проектов, обеспечивающих достижение целей, показателей и результатов федеральных проектов, входящих в состав национального проекта ""Малое и среднее предпринимательство и поддержка индивидуальной предпринимательской инициативы"", и требования к организациям, образующим инфраструктуру поддержки субъектов малого и среднего предпринимательства, утвержденные Приказом Минэкономразвития России от 26 марта 2021 г. N 142""";;"Минэкономразвития предлагает предоставить отсрочку исполнения обязательств субъектами МСП и самозанятыми лицами до демобилизации
В случае призыва на военную службу по мобилизации или прохождения военной службы по контракту проектом приказа предусматриваются...";"Минэкономразвития предлагает предоставить отсрочку исполнения обязательств субъектами МСП и самозанятыми лицами до демобилизации
В случае призыва на военную службу по мобилизации или прохождения военной службы по контракту проектом приказа предусматриваются...";http://www.consultant.ru/law/hotdocs/77394.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 10:38:09+03:00;1665128289.0;минэкономразвития предлагать предоставить отсрочка исполнение обязательство субъект мсп самозанятой лицо демобилизация случай призыв военный служба мобилизация прохождение военный служба контракт проект приказ предусматриваться;проект приказ минэкономразвития россия внесение изменение требование реализация мероприятие осуществлять субъект российский федерация бюджет который предоставляться субсидия государственный поддержка малое среднее предпринимательство также физический лицо применять специальный налоговый режим налог профессиональный доход субъект российский федерация направить достижение цель показатель результат региональный проект обеспечивать достижение цель показатель результат федеральный проект входящий состав национальный проект малый средний предпринимательство поддержка индивидуальный предпринимательский инициатива требование организация образовать инфраструктура поддержка субъект малое среднее предпринимательство утвердить приказ минэкономразвития россия 26 март 2021 г n 142;минэкономразвития предлагать предоставить отсрочка исполнение обязательство субъект мсп самозанятой лицо демобилизация случай призыв военный служба мобилизация прохождение военный служба контракт проект приказ предусматриваться
31;booker;"<Письмо> ФНС России от 30.09.2022 N ШЮ-4-13/13043@ ""О раскрытии информации о контроле над лицами иностранных государств, совершающих недружественные действия (подпункт ""б"" пункта 12 Указа Президента РФ от 05.02.2022 N 95)""";;"ФНС разъяснила, как направить запрос и получить подтверждение о представлении контролирующим лицом в налоговый орган уведомления о КИК
Разъясняется, кто признается контролирующим лицом иностранной организации, приведены сроки представления уведомлений о КИК...";"ФНС разъяснила, как направить запрос и получить подтверждение о представлении контролирующим лицом в налоговый орган уведомления о КИК
Разъясняется, кто признается контролирующим лицом иностранной организации, приведены сроки представления уведомлений о КИК...";http://www.consultant.ru/law/hotdocs/77393.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 10:12:24+03:00;1665126744.0;фнс разъяснить направить запрос получить подтверждение представление контролировать лицо налоговый орган уведомление кик разъясняться признаваться контролировать лицо иностранный организация привести срок представление уведомление кик;письмо фнс россия 30 09 2022 n шю 4 13 13043 раскрытие информация контроль лицо иностранный государство совершать недружественный действие подпункт б пункт 12 указ президент рф 05 02 2022 n 95;фнс разъяснить направить запрос получить подтверждение представление контролировать лицо налоговый орган уведомление кик разъясняться признаваться контролировать лицо иностранный организация привести срок представление уведомление кик
32;booker;"<Информация> ФНС России от 07.10.2022 ""Узнать ИНН и при желании получить его на бумаге мобилизованные граждане могут в любой инспекции без очереди""";;"При предъявлении мобилизационного предписания (повестки) гражданин вправе получить бумажное свидетельство о постановке на налоговый учет (ИНН) в любой инспекции вне очереди
Свидетельство или выписка из ЕГРН будут выданы в течение двух часов с момента обращения.
Кроме...";"При предъявлении мобилизационного предписания (повестки) гражданин вправе получить бумажное свидетельство о постановке на налоговый учет (ИНН) в любой инспекции вне очереди
Свидетельство или выписка из ЕГРН будут выданы в течение двух часов с момента обращения.
Кроме...";http://www.consultant.ru/law/hotdocs/77392.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 10:12:24+03:00;1665126744.0;предъявление мобилизационный предписание повестка гражданин вправе получить бумажный свидетельство постановка налоговый учёт инна любой инспекция вне очередь свидетельство выписка егрн быть выдать течение два час момент обращение кроме;информация фнс россия 07 10 2022 узнать инна желание получить бумага мобилизовать гражданин мочь любой инспекция очередь;предъявление мобилизационный предписание повестка гражданин вправе получить бумажный свидетельство постановка налоговый учёт инна любой инспекция вне очередь свидетельство выписка егрн быть выдать течение два час момент обращение кроме
33;booker;"<Письмо> ФНС России от 04.10.2022 N КВ-4-14/13178@ ""О постановке ФЛ на учет в НО и выдаче документов, содержащих сведения об ИНН, в ускоренном порядке в связи с мобилизацией""";;"При предъявлении мобилизационного предписания (повестки) гражданин вправе получить бумажное свидетельство о постановке на налоговый учет (ИНН) в любой инспекции вне очереди
Свидетельство или выписка из ЕГРН будут выданы в течение двух часов с момента обращения.
Кроме...";"При предъявлении мобилизационного предписания (повестки) гражданин вправе получить бумажное свидетельство о постановке на налоговый учет (ИНН) в любой инспекции вне очереди
Свидетельство или выписка из ЕГРН будут выданы в течение двух часов с момента обращения.
Кроме...";http://www.consultant.ru/law/hotdocs/77400.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 13:58:56+03:00;1665140336.0;предъявление мобилизационный предписание повестка гражданин вправе получить бумажный свидетельство постановка налоговый учёт инна любой инспекция вне очередь свидетельство выписка егрн быть выдать течение два час момент обращение кроме;письмо фнс россия 04 10 2022 n кв 4 14 13178 постановка фл учёт выдача документ содержать сведение инна ускоренный порядок связь мобилизация;предъявление мобилизационный предписание повестка гражданин вправе получить бумажный свидетельство постановка налоговый учёт инна любой инспекция вне очередь свидетельство выписка егрн быть выдать течение два час момент обращение кроме
34;booker;"<Письмо> ФНС России от 29.09.2022 N АБ-4-19/12938@ ""О проведении сверки расчетов""";;"ФНС: основания для отказа налогоплательщику в проведении совместной сверки расчетов НК РФ не предусмотрены
В соответствии с подпунктом 5.1 пункта 1 статьи 21 НК РФ  налогоплательщик имеет право на осуществление совместной с налоговыми  органами сверки расчетов...";"ФНС: основания для отказа налогоплательщику в проведении совместной сверки расчетов НК РФ не предусмотрены
В соответствии с подпунктом 5.1 пункта 1 статьи 21 НК РФ  налогоплательщик имеет право на осуществление совместной с налоговыми  органами сверки расчетов...";http://www.consultant.ru/law/hotdocs/77401.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 13:59:02+03:00;1665140342.0;фнс основание отказ налогоплательщик проведение совместный сверка расчёт нк рф предусмотреть соответствие подпункт 5 1 пункт 1 статья 21 нк рф налогоплательщик иметь право осуществление совместный налоговый орган сверка расчёт;письмо фнс россия 29 09 2022 n аба 4 19 12938 проведение сверка расчёт;фнс основание отказ налогоплательщик проведение совместный сверка расчёт нк рф предусмотреть соответствие подпункт 5 1 пункт 1 статья 21 нк рф налогоплательщик иметь право осуществление совместный налоговый орган сверка расчёт
35;booker;"Постановление Правительства РФ от 03.10.2022 N 1757 ""О внесении изменений в Постановление Правительства Российской Федерации от 13 октября 2020 г. N 1680""";;"Внесены уточнения в порядок расчета нормативов, составляющих деятельность единого института развития в жилищной сфере (ДОМ.РФ)
В частности, в новой редакции изложены отдельные положения  методики расчета нормативов финансовой устойчивости, количественной...";"Внесены уточнения в порядок расчета нормативов, составляющих деятельность единого института развития в жилищной сфере (ДОМ.РФ)
В частности, в новой редакции изложены отдельные положения  методики расчета нормативов финансовой устойчивости, количественной...";http://www.consultant.ru/law/hotdocs/77402.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 13:59:07+03:00;1665140347.0;внести уточнение порядок расчёт норматив составлять деятельность единый институт развитие жилищный сфера дом рф частность новый редакция изложить отдельный положение методика расчёт норматив финансовый устойчивость количественный;постановление правительство рф 03 10 2022 n 1757 внесение изменение постановление правительство российский федерация 13 октябрь 2020 г n 1680;внести уточнение порядок расчёт норматив составлять деятельность единый институт развитие жилищный сфера дом рф частность новый редакция изложить отдельный положение методика расчёт норматив финансовый устойчивость количественный
36;booker;"Приказ Минюста России от 30.09.2022 N 210 ""О внесении изменений в Порядок замещения временно отсутствующего нотариуса, утвержденный Приказом Министерства юстиции Российской Федерации от 29.06.2015 N 148"" (вместе с ""Изменениями, вносимыми в Порядок замещения временно отсутствующего нотариуса, утвержденный Приказом Министерства юстиции Российской Федерации от 29.06.2015 N 148"", утв. решением Правления ФНП от 12.09.2022 N 15/22) (Зарегистрировано в Минюсте России 06.10.2022 N 70403)";;"Уточнена процедура прекращения полномочий лица, замещающего временно отсутствующего нотариуса
Кроме того, в том числе скорректированы требования к документам, представляемым в нотариальную палату субъекта РФ для наделения помощника нотариуса и лица, соответствующего...";"Уточнена процедура прекращения полномочий лица, замещающего временно отсутствующего нотариуса
Кроме того, в том числе скорректированы требования к документам, представляемым в нотариальную палату субъекта РФ для наделения помощника нотариуса и лица, соответствующего...";http://www.consultant.ru/law/hotdocs/77403.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 13:59:12+03:00;1665140352.0;уточнить процедура прекращение полномочие лицо замещать временно отсутствовать нотариус кроме число скорректировать требование документ представлять нотариальный палата субъект рф наделение помощник нотариус лицо соответствующий;приказ минюст россия 30 09 2022 n 210 внесение изменение порядок замещение временно отсутствовать нотариус утвердить приказ министерство юстиция российский федерация 29 06 2015 n 148 вместе изменение вносить порядок замещение временно отсутствовать нотариус утвердить приказ министерство юстиция российский федерация 29 06 2015 n 148 утв решение правление фнп 12 09 2022 n 15 22 зарегистрировать минюст россия 06 10 2022 n 70403;уточнить процедура прекращение полномочие лицо замещать временно отсутствовать нотариус кроме число скорректировать требование документ представлять нотариальный палата субъект рф наделение помощник нотариус лицо соответствующий
37;booker;<Письмо> Минстроя России от 27.09.2022 N 49588-СМ/09 <О применении Постановления Правительства РФ от 09.08.2021 N 1315>;;"Рассмотрен вопрос об изменении цены контракта в связи с существенным увеличением в 2021 и 2022 годах цен на строительные ресурсы
В частности, сообщается, что размер изменения (увеличения) цены  контракта определяется в порядке, установленном Методикой составления...";"Рассмотрен вопрос об изменении цены контракта в связи с существенным увеличением в 2021 и 2022 годах цен на строительные ресурсы
В частности, сообщается, что размер изменения (увеличения) цены  контракта определяется в порядке, установленном Методикой составления...";http://www.consultant.ru/law/hotdocs/77404.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 13:59:19+03:00;1665140359.0;рассмотреть вопрос изменение цена контракт связь существенный увеличение 2021 2022 год цена строительный ресурс частность сообщаться размер изменение увеличение цена контракт определяться порядок установить методика составление;письмо минстрой россия 27 09 2022 n 49588 смотреть 09 применение постановление правительство рф 09 08 2021 n 1315;рассмотреть вопрос изменение цена контракт связь существенный увеличение 2021 2022 год цена строительный ресурс частность сообщаться размер изменение увеличение цена контракт определяться порядок установить методика составление
38;booker;<Письмо> Росалкогольрегулирования от 23.09.2022 N г-4192/02-06 <По вопросу смерти физического лица, зарегистрированного в качестве индивидуального предпринимателя и приостановления фиксации сведений об обороте алкогольной продукции в ЕГАИС>;;"Росалкогольрегулирование: в случае смерти физического  лица, зарегистрированного в качестве ИП, государственная регистрация  такого лица в качестве ИП утрачивает силу
Наличие сведений о снятии ИП с регистрационного учета является  основанием для приостановления...";"Росалкогольрегулирование: в случае смерти физического  лица, зарегистрированного в качестве ИП, государственная регистрация  такого лица в качестве ИП утрачивает силу
Наличие сведений о снятии ИП с регистрационного учета является  основанием для приостановления...";http://www.consultant.ru/law/hotdocs/77405.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 13:59:28+03:00;1665140368.0;росалкогольрегулирование случай смерть физический лицо зарегистрировать качество ип государственный регистрация такой лицо качество ип утрачивать сила наличие сведение снятие ип регистрационный учёт являться основание приостановление;письмо росалкогольрегулирование 23 09 2022 n г 4192 02 06 вопрос смерть физический лицо зарегистрировать качество индивидуальный предприниматель приостановление фиксация сведение оборот алкогольный продукция егаис;росалкогольрегулирование случай смерть физический лицо зарегистрировать качество ип государственный регистрация такой лицо качество ип утрачивать сила наличие сведение снятие ип регистрационный учёт являться основание приостановление
39;booker;"Обзор: ""Уточнили порядок расчета НМЦК и методику составления смет для строительных госзакупок""";;"Обзор: ""Уточнили порядок расчета НМЦК и методику составления смет для строительных госзакупок""";"Обзор: ""Уточнили порядок расчета НМЦК и методику составления смет для строительных госзакупок""";http://www.consultant.ru/law/hotdocs/link/?id=77399#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-07 12:47:38+03:00;1665136058.0;обзор уточнить порядок расчёт нмцк методика составление смета строительный госзакупка;обзор уточнить порядок расчёт нмцк методика составление смета строительный госзакупка;обзор уточнить порядок расчёт нмцк методика составление смета строительный госзакупка
40;booker;"<Письмо> Минпросвещения России от 20.09.2022 N АБ-2648/10 ""О мерах по противодействию распространению COVID-19""";;"Минпросвещения России напоминает о необходимости соблюдения мер по противодействию распространению COVID-19 в образовательных организациях
В письме приводятся акты, которыми необходимо руководствоваться государственным и муниципальным организациям, реализующим...";"Минпросвещения России напоминает о необходимости соблюдения мер по противодействию распространению COVID-19 в образовательных организациях
В письме приводятся акты, которыми необходимо руководствоваться государственным и муниципальным организациям, реализующим...";http://www.consultant.ru/law/hotdocs/77389.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-06 16:31:40+03:00;1665063100.0;минпросвещение россия напоминать необходимость соблюдение мера противодействие распространение covid 19 образовательный организация письмо приводиться акт который необходимо руководствоваться государственный муниципальный организация реализовать;письмо минпросвещение россия 20 09 2022 n аба 2648 10 мера противодействие распространение covid 19;минпросвещение россия напоминать необходимость соблюдение мера противодействие распространение covid 19 образовательный организация письмо приводиться акт который необходимо руководствоваться государственный муниципальный организация реализовать
